ATCTUN;ATCKOODI;SELITES;SELITER;DDD;DDDYKSIKKO
14180;A02BD14;vonopratsaani, amoksisilliini ja klaritromysiini;vonoprazan, amoxicillin och klaritromycin;;
14181;A02BD13;rabepratsoli, amoksisilliini ja metronidatsoli;rabeprazol, amoxicillin och metronidazol;;
14182;A03FA09;mosapridi;mosaprid;;
14183;A07AA13;rifamysiini;rifamycin;;
14184;A10BK06;sotagliflotsiini;sotagliflozin;;
14185;A16AB19;pegvaliaasi;pegvalias;;
14186;J05AP10;elbasviiri;elbasvir;50;mg
14187;J05AP11;gratsopreviiri;grazoprevir;0.1;g
14188;J01GB14;platsomisiini;plazomicin;;
14071;S01XA26;riboflaviini;riboflavin;;
14072;N02CD02;galkanetsumabi;galkanezumab;4;mg
14073;N07XX12;patisiraani;patisiran;;
14074;N07XX13;valbenatsiini;valbenazin;;
14075;R03CC63;klenbuteroli ja ambroksoli;clenbuterol och ambroxol;;
14076;B01AX07;kaplasitsumabi;caplacizumab;;
14077;B02BX07;lusutrombopagi;lusutrombopag;;
14078;B03XA05;roksadustaatti;roxadustat;;
14079;B06AC05;lanadelumabi;lanadelumab;;
14080;C02KX52;ambrisentaani ja tadalafiili;ambrisentan och tadalafil;;
14081;C09DX05;valsartaani ja nebivololi;valsartan och nebivolol;;
14082;D04AX01;doksepiini;doxepin;;
14083;D11AH06;krisaboroli;krisaborol;;
14084;G01AX17;dapiviriini;dapivirin;;
14085;G02BB02;progestogeeniä sisältävät emätinrenkaat;vaginalinlägg med progestogen;0.0357;ED
14189;J04AB06;enviomysiini;enviomycin;1;g
14190;J05AH04;laninamiviiri;laninamivir;40;mg
14191;J05AX27;favipiraviiri;favipiravir;1.6;g
14192;J05AX26;amenameviiri;amenamevir;0.4;g
14193;J05AX25;baloksaviirimarboksiili;baloxavirmarboxil;40;mg
14194;J05AX24;tekovirimaatti;tekovirimat;;
14195;J05AR25;lamivudiini ja dolutegraviiri;lamivudin och dolutegravir;;
14196;J05AP58;daklatasviiri, asunapreviiri ja beklabuviiri;daklatasvir, asunaprevir och beklabuvir;;
14197;C08CA51;amlodipiini ja selekoksibi;amlodipin och celecoxib;;
14198;C09BX04;perindopriili, bisoprololi ja amlodipiini;perindopril, bisoprolol och amlodipin;;
14199;C09DB09;fimasartaani ja amlodipiini;fimasartan och amlodipin;;
14200;C09DX07;irbesartaani, amlodipiini ja hydroklooritiatsidi;irbesartan, amlodipin och hydroklorotiazid;;
14201;C10BX16;rosuvastatiini ja fimasartaani;rosuvastatin och fimasartan;;
14086;G03AA17;medroksiprogesteroni ja estradioli;medroxiprogesteron och estradiol;;
14087;G03AB09;norgestimaatti ja etinyyliestradioli;norgestimat och etinylestradiol;;
14088;G04CX04;feksapotidi;fexapotid;;
14089;J01AA13;eravasykliini;eravacyklin;;
14090;J01DD18;kefteraami;cefteram;0.4;g
14091;J01DH06;tebipeneemipivoksiili;tebipenempivoxil;0.56;g
14092;J01DH52;meropeneemi ja vaborbaktaami;meropenem och vaborbaktam;;
14093;J01MA22;tosufloksasiini;tosufloxacin;0.45;g
14094;J01MA23;delafloksasiini;delafloxacin;0.9;g
14096;J04AM07;rifampisiini, etambutoli ja isoniatsidi;rifampicin, etambutol och isoniazid;;
14097;J04AM08;isoniatsidi, sulfametoksatsoli, trimetopriimi ja pyridoksiini;isoniazid, sulfametoxazol, trimetoprim och pyridoxin;;
14098;J05AH03;peramiviiri;peramivir;0.6;g
14099;J05AX19;tiloroni;tiloron;0.125;g
14202;C10BA07;rosuvastatiini ja omega-3-rasvahapot;rosuvastatin och omega-3-fettsyror;;
14203;C10BA08;atorvastatiini ja omega-3-rasvahapot;atorvastatin och omega-3-fettsyror;;
14204;B01AF04;betriksabaani;betrixaban;;
14205;B02AB05;ulinastatiini;ulinastatin;;
14206;B03AA12;ferronatriumsitraatti;ferronatriumcitrat;;
14207;B03XA06;luspatersepti;luspatercept;;
14208;B06AX01;kritsanlitsumabi;krizanlizumab;;
14209;B06AX;Muut hematologiset valmisteet;Övriga hematologiska medel;;
14210;A04AD12;aprepitantti;aprepitant;150;mg
14211;J01CA01;ampisilliini;ampicillin;6;g
14212;J01XB01;kolistiini;kolistin;9;MU
14213;J01CA04;amoksisilliini;amoxicillin;3;g
14214;J01MA12;levofloksasiini;levofloxacin;0.24;g
14100;J05AX21;imidatsolyylietanamidipentaanidihappo;Imidazolyletanamidpentandisyra;90;mg
14101;J05AX17;enisamiumjodidi;enisamiumjodid;1.5;g
14102;L01AD08;uramustiini;uramustin;;
14103;L01BC09;floksuridiini;floxuridin;;
14104;L01XE44;lorlatinibi;lorlatinib;;
14105;L01XE45;neratinibi;neratinib;;
14106;L01XE46;enkorafenibi;enkorafenib;;
14107;L01XE47;dakomitinibi;dakomitinib;;
14108;L01XE48;ikotinibi;ikotinib;;
14109;G03AA07;levonorgestreeli ja etinyyliestradioli;levonorgestrel och etinylestradiol;0.923;ED
14110;L01XY01;sytarabiini ja daunorubisiini;cytarabin och daunorubicin;;
14111;A10BD25;metformiini, saksagliptiini ja dapagliflotsiini;metformin, saxagliptin och dapagliflozin;;
14112;A10BH52;gemigliptiini ja rosuvastatiini;gemigliptin och rosuvastatin;;
14113;P01CA03;feksinidatsoli;fexinidazol;1.44;g
14114;N03AX24;kannabidioli;cannabidiol;;
14220;A02BC08;vonopratsaani;vonoprazan;;
14221;A03BB06;homatropiinimetyylibromidi;homatropinmetylbromid;;
14222;C10AX15;bempedoiinihappo;bempedinsyra;;
14224;C10BA09;rosuvastatiini ja fenofibraatti;rosuvastatin and fenofibrat;;
14225;C10BX17;rosuvastatiini ja ramipriili;rosuvastatin och ramipril;;
14226;D03AX14;Centella asiatica herba;Centella asiatica herba;;
14227;D06AX15;rifamysiini;rifamycin;;
14228;G01AF55;ekonatsoli, yhdistelmävalmisteet;ekonazol, kombinationer;;
14229;H02CA02;osilodrostaatti;osilodrostat;;
14230;J01AA14;saresykliini;sarecyklin;0.1;g
14231;J01AA15;omadasykliini;omadacyklin;0.1;g
14232;J01XX12;lefamuliini;lefamulin;;
14233;J05AR26;darunaviiri ja ritonaviiri;darunavir och ritonavir;;
14115;S01EX06;omidenepagi;omidenepag;;
14116;V04CX01;indosyaniinivihreä;indocyaningrönt;;
14117;M05BB09;ibandronihappo ja kolekalsiferoli;ibandronsyra och kolekalciferol;;
14118;L04AC17;tildrakitsumabi;tildrakizumab;;
14119;L04AA40;kladribiini;kladribin;0.34;mg
14120;L04AA39;emapalumabi;emapalumab;;
14121;L04AA38;otsanimodi;ozanimod;;
14122;L02BB05;apalutamidi;apalutamide;0.24;g
14123;L02AE51;leuproreliini ja bikalutamidi;leuprorelin och bikalutamid;;
14124;L01XX61;kopanlisibi;kopanlisib;;
14125;L01XX60;talatsoparibi;talazoparib;;
14126;L01XX59;enasidenibi;enasidenib;;
14127;L01XX58;epakadostaatti;epakadostat;;
14128;L01XE50;abemasiklibi;abemaciklib;;
14129;N07XX14;edaravoni;edaravon;;
14130;J05AX23;ibalitsumabi;ibalizumab;;
14131;J05AG06;doraviriini;doravirin;0.1;g
14234;J05AR27;lamivudiini, tenofoviiridisoproksiili ja dolutegraviiri;lamivudin, tenofovirdisoproxil och dolutegravir;;
14235;L01XE56;entrektinibi;entrektinib;;
14236;L01XE57;fedratinibi;fedratinib;;
14237;L01XX66;selineksori;selinexor;;
14238;L01XX67;tagraksofuspi;tagraxofusp;;
14239;L01XX68;belotekaani;belotekan;;
14241;L04AA44;upadasitinibi;upadacitinib;;
14242;L04AX08;darvadstroseeli;darvadstrocel;;
14243;N02CD03;fremanetsumabi;fremanezumab;7.5;mg
14244;N05CD14;remimatsolaami;remimazolam;;
14245;S01XA27;voretigeenineparvoveekki;voretigen-neparvovek;;
14246;V04CX02;foolihappo;folsyra;;
14247;V04CX04;mannitoli;mannitol;;
14248;R03AK14;indakateroli ja mometasoni;indakaterol och mometason;;
14249;R03AL10;formoteroli ja tiotropiumbromidi;formoterol och tiotropiumbromid;;
14132;J05AR24;lamivudiini, tenofoviiridisoproksiili ja doraviriini;lamivudin, tenofovirdisoproxil och doravirin;;
14133;D11AX25;vetyperoksidi;väteperoxid;;
14134;D10AD06;trifaroteeni;trifaroten;;
14135;C09DX06;kandesartaani, amlodipiini ja hydroklooritiatsidi;kandesartan, amlodipin och hydroklorotiazid;;
14136;G03XX01;prasteroni;prasteron;6.5;mg
14137;J01DD64;kefpodoksiimi ja beetalaktamaasin estäjä;cefpodoxim och betalaktamashämmare;0.4;g
14138;G03XX;Muut Sukupuolihormonit ja genitaalijärjestelmään vaikuttavat aineet;Övriga Könshormoner och medel som verkar på genitalsystemet;;
14139;C01CX09;angiotensiini II;angiotensin II;;
14140;B02BX09;fostamatinibi;fostamatinib;;
14141;B02BX08;avatrombopagi;avatrombopag;;
14142;G03CA03;estradioli;estradiol;1.53;mg
14143;J01MA23;delafloksasiini;delafloxacin;0.6;g
14144;J05AR23;atatsanaviiri ja ritonaviiri;atazanavir och ritonavir;0.3;g
14250;R03AL11;formoteroli, glykopyrroniumbromidi ja budesonidi;formoterol, glycopyrroniumbromid och budesonid;;
14251;R03AL12;indakateroli, glykopyrroniumbromidi ja mometasoni;indakaterol, glykopyrroniumbromid och mometason;;
14252;R03BB08;revefenasiini;revefenacin;;
14253;V04CX03;metakoliini;metakolin;;
14254;V04CX08;hiilimonoksidi;kolmonoxid;;
14255;V04CX07;edrofonium;edrofonium;;
14256;V04CX06;heksaminolevulinaatti;hexaminolevulinat;;
14257;V04CX05;13C-urea;13C-urea;;
14258;V04CX09;patenttisininen;patentblått;;
14259;N02CD;Kalsitoniinigeeniin liittyvän peptidin (CGRP) -antagonistit;Kalcitoningenrelaterad peptid (CGRP) antagonister;;
14260;J01AA15;omadasykliini;omadacyklin;0.3;g
13212;J05AG05;rilpiviriini;rilpivirin;25;mg
13213;J05AP02;telapreviiri;telaprevir;2.25;g
13214;J01GB13;bekanamysiini;bekanamycin;0.6;g
13215;J01DF02;karumonaami;karumonam;2;g
13216;J01DC14;flomoksefi;flomoxef;2;g
13217;J01DC13;kefbuperatsoni;cefbuperazon;2;g
13218;C09BB07;ramipriili ja amlodipiini;ramipril och amlodipin;;
13219;G03AD01;levonorgestreeli;levonorgestrel;1;ED
13220;C01CA26;efedriini;efedrin;;
13221;P01BF02;artesunaatti ja meflokiini;artesunat och meflokin;;
13222;P01BF03;artesunaatti ja amodiakiini;artesunat och amodiakin;;
13223;P01BF04;artesunaatti, sulfametopyratsiini ja pyrimetamiini;artesunat, sulfametopyrazin och pyrimetamin;;
13224;P01BF06;artesunaatti ja pyronaridiini;artesunat och pyronaridin;;
13225;P01BF05;artenimoli ja piperakiini;artenimol och piperakin;;
13362;S01AE;Fluorokinolonit;Fluorokinoloner;;
13363;S01AA27;kefuroksiimi;cefuroxim;;
13364;L01XE19;ridaforolimuusi;ridaforolimus;;
13365;J05AX11;elvitegraviiri;elvitegravir;;
13366;J01DI03;faropeneemi;faropenem;0.75;g
13367;J01CF06;nafsilliini;nafcillin;3;g
13368;G04BD12;mirabegroni;mirabegron;50;mg
13369;G03XC04;ormeloksifeeni;ormeloxifen;;
13370;S01GX11;alkaftadiini;alcaftadin;;
13371;V03AX03;kobisistaatti;cobicistat;0.15;g
13372;V09GX04;rubidium(82Rb)kloridi;rubidium(82Rb)klorid;;
13373;V09CA06;teknetium(99mTc)etyleenidikysteiini;technetium(99mTc)etylendicystein;;
13374;V09AX05;florbetapiiri(18F);florbetapir(18F);;
13375;V09AX04;flutemetamoli(18F);flutemetamol(18F);;
13376;R07AX02;ivakaftori;ivakaftor;0.3;g
13377;R03BB06;glykopyrroniumbromidi;glykopyrroniumbromid;44;mcg
13511;L04AA31;teriflunomidi;teriflunomid;14;mg
13512;N06BX22;fenibuutti;fenibut;;
13513;N06BX21;mebikaari;mebikar;;
13514;N06DA05;ipidakriini;ipidakrin;;
13515;L04AX07;dimetyylifumaraatti;dimetylfumarat;0.48;g
13516;N07XX10;lakinimodi;lakinimod;;
13517;R03AC19;olodateroli;olodaterol;5;mcg
13518;R03AK10;vilanteroli ja flutikasonifuroaatti;vilanterol och flutikasonfuroat;1;ED
13519;R05CA13;sineoli;cineol;;
13520;R06AX32;sekifenadiini;sekifenadin;;
13521;S01XA21;merkaptamiini;merkaptamin;;
13522;V09IA08;teknetium(99mTc)etarfolatidi;teknetium(99mTc)etarfolatid;;
13523;V10XX03;radium(223Ra)dikloridi;radium(223Ra)diklorid;;
13525;S01XA22;okriplasmiini;ocriplasmin;;
13526;V03AE06;kolestilaani;kolestilan;;
13527;L04AX06;pomalidomidi;pomalidomid;3;mg
13529;M05BX53;strontiumranelaatti ja kolekalsiferoli;strontium ranelat och kolekalciferol;;
13530;V03AE05;sukroferrinen oksihydroksidi;sucroferric oxyhydroxid;1.5;g
13531;V09IA09;teknetium(99mTc)tilmanosepti;teknetium(99mTc)tilmanocept;;
13532;M02AX06;tolperisoni;tolperison;;
13533;R03AL03;vilanteroli ja umeklidiniumbromidi;vilanterol och umeclidinium bromid;1;ED
13534;N06AX26;vortioksetiini;vortioxetin;10;mg
13535;G03XC05;ospemifeeni;ospemifen;;
13536;L01XC15;obinututsumabi;obinutuzumab;;
13537;A06AH03;naloksegoli;naloxegol;25;mg
13538;N07BB05;nalmefeeni;nalmefen;18;mg
13539;A10BD15;metformiini ja dapagliflotsiini;metformin och dapagliflozin;2;ED
13540;J04AK06;delamanidi;delamanid;0.2;g
13541;A16AX10;eliglustaatti;eliglustat;0.168;g
13226;B06AC04;konestaatti alfa;konestat alfa;3.5;TU
13543;J07BA03;japanin aivotulehdus -rokote, elävä heikennetty;vaccin mot japansk encefalit, levande försvagat;;
13544;R03AK11;formoteroli ja flutikasoni;formoterol och flutikason;4;ED
13545;R03AL04;indakateroli ja glykopyrroniumbromidi;indakaterol och glykopyrroniumbromid;1;ED
13546;A10AD06;degludekinsuliini ja aspartinsuliini;insulin degludec och insulin aspart;40;U
13547;A10AE06;degludekinsuliini;insulin degludec;40;U
13548;J05AR11;lamivudiini, tenofoviiridisoproksiili ja efavirentsi;lamivudin, tenofovirdisoproxil och efavirenz;;
13549;C02KX04;masitentaani;macitentan;10;mg
13550;A12AA13;kalsiumsitraatti;kalciumcitrat;;
13551;L01XX45;karfiltsomibi;carfilzomib;;
13552;D11AX21;brimonidiini;brimonidin;;
13553;L04AA32;apremilasti;apremilast;60;mg
13554;D02BB02;afamelanotidi;afamelanotid;;
13378;R03BB05;aklidiniumbromidi;aklidiniumbromid;0.644;mg
13566;R03AK08;formoteroli ja beklometasoni;formoterol och beklometason;2;ED
13568;R03AK04;salbutamoli ja natriumkromoglikaatti;salbutamol och natriumkromoglikat;;
13569;R03AK09;formoteroli ja mometasoni;formoterol och mometason;2;ED
13528;C01DX21;serelaksiini;serelaxin;;
13542;A10BK03;empagliflotsiini;empagliflozin;17.5;mg
13708;A02BC07;deksrabepratsoli;dexrabeprazol;;
13709;A02BC53;lansopratsoli, yhdistelmävalmisteet;lansoprazol, kombinationer;;
13710;A02BC54;rabepratsoli, yhdistelmävalmisteet;rabeprazol, kombinationer;;
13712;A02BD09;lansopratsoli, klaritromysiini ja tinidatsoli;lansoprazol, klaritromycin och tinidazol;;
13713;A03AX14;valetamaatti;valetamat;;
13714;A03CA09;pipentsolaatti ja psyykenlääke;pipenzolat och psykofarmaka;;
13715;A03FA07;itopridi;itoprid;;
13716;A04AA55;palonosetroni, yhdistelmävalmisteet;palonosetron, kombinationer;;
13717;A10BD16;metformiini ja kanagliflotsiini;metformin och canagliflozin;;
13718;A10BD17;metformiini ja akarboosi;metformin och acarbos;;
13719;A10BJ04;albiglutidi;albiglutid;5.7;mg
13720;A16AB12;elosulfaasi alfa;elosulfas alfa;20;mg
13721;B01AC25;kangrelori;kangrelor;50;mg
13722;B02BD13;hyytymistekijä X;koagulationsfaktor X;;
13723;C02KX05;riosiguaatti;riociguat;4.5;mg
13725;J05AP08;sofosbuviiri;sofosbuvir;0.4;g
13726;R03AL;Adrenergisten lääkeaineiden ja antikolinergien yhd.valm.sis.kolm.yhd. kortikosteroidien kanssa;Adrenergika i kombination med antikolinergika inkl. trippelkombinationer med kortikosteroider;;
13728;G04BE10;avanafiili;avanafil;0.1;g
13729;L02BB04;entsalutamidi;enzalutamid;0.16;g
13730;V09AX06;florbetabeeni(18F);florbetaben(18F);;
13731;G03AA10;gestodeeni ja etinyyliestradioli;gestoden och etinylestradiol;0.107;ED
13732;C10BX06;atorvastatiini, asetyylisalisyylihappo ja ramipriili;atorvastatin, acetylsalicylsyra och ramipril;;
13733;J05AP05;simepreviiri;simeprevir;0.15;g
13734;L04AA33;vedolitsumabi;vedolizumab;5.4;mg
13735;R03BB07;umeklidiniumbromidi;umeclidiniumbromid;55;mcg
13737;L04AC11;siltuksimabi;siltuximab;37;mg
13740;S01EC54;brintsolamidi, yhdistelmävalmisteet;brinzolamid, kombinationer;0.2;ml
13741;L01XE26;kabotsantinibi;cabozantinib;;
13742;J05AP07;daklatasviiri;daklatasvir;60;mg
13743;J05AR13;lamivudiini, abakaviiri ja dolutegraviiri;lamivudin, abacavir och dolutegravir;1;ED
13745;A10BD18;metformiini ja gemigliptiini;metformin och gemigliptin;;
13746;A10BD19;linagliptiini ja empagliflotsiini;linagliptin och empagliflozin;;
13747;B01AC26;vorapaksaari;vorapaxar;2.08;mg
13748;B02BD14;susoktokogi alfa;susoctocog alfa;;
13749;C07FB12;nebivololi ja amlodipiini;nebivolol och amlodipin;;
13750;C09CA10;fimasartaani;fimasartan;60;mg
13751;C09DA09;atsilsartaanimedoksomiili ja diureetit;azilsartan medoxomil och diuretika;;
13752;C10AX13;evolokumabi;evolokumab;10;mg
13753;C10BX07;rosuvastatiini, amlodipiini ja lisinopriili;rosuvastatin, amlodipin och lisinopril;;
13711;A02BD10;lansopratsoli, amoksisilliini ja levofloksasiini;lansoprazol, amoxicillin och levofloxacin;;
13755;C10BX09;rosuvastatiini ja amlodipiini;rosuvastatin och amlodipin;;
13756;D03AX12;trolamiini;trolamin;;
13757;D04AA16;feniramiini;feniramin;;
13758;D07XC05;fluokortoloni;fluokortolon;;
13759;D08AJ10;dekametoksiini;decametoxin;;
13760;D10AF05;nadifloksasiini;nadifloxacin;;
13761;D10AF06;sulfasetamidi;sulfacetamid;;
13762;D11AX22;ivermektiini;ivermektin;;
13763;J05AX13;umifenoviiri;umifenovir;0.8;g
13764;G01AF19;sertakonatsoli;sertakonazol;;
13765;G01AX16;heksetidiini;hexetidin;;
13766;G03XB51;mifepristoni, yhdistelmävalmisteet;mifepriston, kombinationer;0.2;g
13767;G04BE11;udenafiili;udenafil;;
13724;C05AE03;diltiatseemi;diltiazem;;
13769;J01RA06;kefepiimi ja amikasiini;cefepim och amikacin;;
13770;J05AP04;faldapreviiri;faldaprevir;;
13771;J05AP06;asunapreviiri;asunaprevir;0.2;g
13772;J01RA08;tetrasykliini ja oleandomysiini;tetracyklin och oleandomycin;;
13773;J01RA07;atsitromysiini, flukonatsoli ja seknidatsoli;azitromycin, flukonazol och seknidazol;;
13774;J01RA09;ofloksasiini ja ornidatsoli;ofloxacin och ornidazol;;
13775;J01RA12;siprofloksasiini ja ornidatsoli;ciprofloxacin och ornidazol;;
13776;J01RA11;siprofloksasiini ja tinidatsoli;ciprofloxacin och tinidazol;;
13777;J01RA10;siprofloksasiini ja metronidatsoli;ciprofloxacin och metronidazol;;
13778;J01RA13;norfloksasiini ja tinidatsoli;norfloxacin och tinidazol;;
13779;J01XE03;furatsidiini;furazidin;0.3;g
13780;J01XE51;nitrofurantoiini, yhdistelmävalmisteet;nitrofurantoin, kombinationer;;
13781;J04AK07;tioasetatsoni;tioacetazon;;
13739;L03AB13;peginterferoni beeta-1a;peginterferon beta-1a;8.9;mcg
13783;J05AR14;darunaviiri ja kobisistaatti;darunavir och cobicistat;1;ED
13784;J06BB18;raksibakumabi;raxibacumab;;
13785;L01BC59;trifluridiini, yhdistelmävalmisteet;trifluridin, kombinationer;;
13786;L01XC16;dinutuksimabi beeta;dinutuximab beta;;
13787;L01XE27;ibrutinibi;ibrutinib;;
13788;L01XE28;seritinibi;ceritinib;;
13789;L01XX46;olaparibi;olaparib;;
13790;L01XX47;idelalisibi;idelalisib;;
13791;L03AA15;balugrastiimi;balugrastim;;
13792;L03AB14;sepeginterferoni alfa-2b;cepeginterferon alfa-2b;17;mcg
13793;L03AX19;dasiprotimuutti-T;dasiprotimut-T;;
13794;R03BA09;flutikasonifuroaatti;flutikasonfuroat;;
13795;R03BB54;tiotropiumbromidi, yhdistelmävalmisteet;tiotropiumbromid, kombinationer;;
13796;R03DC53;montelukasti, yhdistelmävalmisteet;montelukast, kombinationer;;
13754;C10BX08;atorvastatiini ja asetyylisalisyylihappo;atorvastatin och acetylsalicylsyra;;
13768;J01DD51;kefotaksiimi ja beetalaktamaasin estäjä;cefotaxim och betalaktamashämmare;;
13798;M09AB03;bromelaiinit;bromelainer;;
13799;N06DX30;yhdistelmävalmisteet;kombinationer;;
13800;P01AB51;metronidatsoli, yhdistelmävalmisteet;metronidazol, kombinationer;;
13801;R01AA15;indanatsoliini;indanazolin;;
13802;S01FA54;syklopentolaatti, yhdistelmävalmisteet;cyklopentolat, kombinationer;;
13803;S01CC02;indometasiini ja mikrobilääkkeet;indometacin och antiinfektiva medel;;
13804;N05AX15;karipratsiini;kariprazin;3;mg
13805;N05BX04;fabomotitsoli;fabomotizol;30;mg
13806;M05BB07;risedronaatti ja kolekalsiferoli;risedronat och kolekalciferol;;
13807;M03BX55;tiokolkikosidi, yhdistelmävalmisteet;tiokolchicosid, kombinationer;;
13808;R06AA10;trimetobentsamidi;trimetobensamid;;
13809;V04CD06;masimoreliini;macimorelin;;
13810;N06DA53;donepetsiili, memantiini ja Ginkgo folium;donepezil, memantin och Ginkgo folium;;
13811;V08DA06;perflubutaanipolymeerimikrosfäärit;perflubutanpolymermikrosfärer;;
13782;J05AR12;lamivudiini ja tenofoviiridisoproksiili;lamivudin och tenofovirdisoproxil;;
13814;N05AH01;loksapiini;loxapin;9.1;mg
13815;N05AX12;aripipratsoli;aripiprazol;13.3;mg
13816;A05AA04;obetikoolihappo;obeticholsyra;10;mg
13817;A08AA62;bupropioni ja naltreksoni;bupropion och naltrexon;;
13818;A10AE56;degludekinsuliini ja liraglutidi;insulin degludec och liraglutid;40;U
13819;A10BD20;metformiini ja empagliflotsiini;metformin och empagliflozin;2;ED
13820;A16AB13;asfotaasi alfa;asfotas alfa;;
13821;A16AB14;sebelipaasi alfa;sebelipas alfa;5;mg
13822;C10BX10;rosuvastatiini ja valsartaani;rosuvastatin och valsartan;;
13823;D01AC18;lulikonatsoli;lulikonazol;;
13824;D01AC19;efinakonatsoli;efinakonazol;;
13825;G03AC10;drospirenoni;drospirenon;;
13826;S01XA23;sirolimuusi;sirolimus;;
13797;R03AL05;formoteroli ja aklidiniumbromidi;formoterol och aklidiniumbromid;2;ED
13828;R02AA21;oktenidiini;octenidin;;
13829;P03AX06;bentsyylialkoholi;bensylalkohol;;
13830;N07XX11;pitolisantti;pitolisant;18;mg
13831;N03AX23;brivarasetaami;brivaracetam;0.1;g
13832;M09AX03;atalureeni;ataluren;2.8;g
13833;L01XX49;belinostaatti;belinostat;;
13834;L01XX48;sonidegibi;sonidegib;;
13835;L01XE31;nintedanibi;nintedanib;;
13836;L01XE29;lenvatinibi;lenvatinib;;
13837;L01XC19;blinatumomabi;blinatumomab;;
13838;L01XC17;nivolumabi;nivolumab;;
13839;L01XC18;pembrolitsumabi;pembrolizumab;;
13840;J07BX01;isorokkorokote, elävä heikennetty virus;vaccin mot smittkopp, levande försvagat virus;;
13841;J05AP09;dasabuviiri;dasabuvir;0.5;g
13812;A04AA05;palonosetroni;palonosetron;0.5;mg
13843;J01XX11;teditsolidi;tedizolid;0.2;g
13844;J05AP51;sofosbuviiri ja ledipasviiri;sofosbuvir och ledipasvir;1;ED
13845;J05AR15;atatsanaviiri ja kobisistaatti;atazanavir och cobicistat;1;ED
13846;J05AR16;lamivudiini ja raltegraviiri;lamivudin och raltegravir;;
13847;J07BM03;ihmisen papilloomavirus (tyyppi 6, 11, 16, 18, 31, 33, 45, 52, 58) -rokote;vaccin mot humant papillomvirus (typ 6, 11, 16, 18, 31, 33, 45, 52, 58);;
13848;N05CH03;tasimelteoni;tasimelteon;;
13849;L04AC12;brodalumabi;brodalumab;15;mg
13850;R02AX02;ibuprofeeni;ibuprofen;;
13851;R03AK12;salmeteroli ja budesonidi;salmeterol och budesonid;;
13852;M04AB05;lesinuradi;lesinurad;0.2;g
13853;M05BB08;tsoledronihappo, kalsium ja kolekalsiferoli, sekventiaalivalmisteet;zoledronsyra, kalcium och kolekalciferol, sekvenspreparat;;
13854;A02BD11;pantopratsoli, amoksisilliini, klaritromysiini ja metronidatsoli;pantoprazol, amoxicillin, klaritromycin och metronidazol;;
13855;B01AC30;yhdistelmävalmisteet;kombinationer;2;ED
13827;R03AL06;olodateroli ja tiotropiumbromidi;olodaterol och tiotropiumbromid;2;ED
13857;V03AB37;idarusitsumabi;idarucizumab;;
13858;R07AX30;ivakaftori ja lumakaftori;ivakaftor och lumakaftor;;
13859;R03DX08;reslitsumabi;reslizumab;7.1;mg
13860;N06BA13;armodafiniili;armodafinil;0.15;g
13861;N05AX16;brekspipratsoli;brexpiprazol;3;mg
13862;M09AX04;drisaperseeni;drisapersen;;
13863;L04AA35;begelomabi;begelomab;;
13864;L01XX50;iksatsomibi;ixazomib;;
13865;L01XE34;tivotsanibi;tivozanib;;
13866;L01XE32;sediranibi;cediranib;;
13867;L01XE33;palbosiklibi;palbociclib;;
13868;L01XC21;ramusirumabi;ramucirumab;;
13869;L01XC22;nesitumumabi;necitumumab;;
13870;J06BB19;antraksimmunoglobuliini;antraximmunglobulin;;
13842;J05AP53;ombitasviiri, paritapreviiri ja ritonaviiri;ombitasvir, paritaprevir och ritonavir;2;ED
13872;J05AR17;emtrisitabiini ja tenofoviirialafenamidi;emtricitabin och tenofoviralafenamid;1;ED
13873;J05AR18;emtrisitabiini, tenofoviirialafenamidi, elvitegraviiri ja kobisistaatti;emtricitabin, tenofoviralafenamid, elvitegravir och cobicistat;1;ED
13874;J05AR19;emtrisitabiini, tenofoviirialafenamidi ja rilpiviriini;emtricitabin, tenofoviralafenamid och rilpivirin;1;ED
13875;J02AC05;isavukonatsoli;isavukonazol;0.2;g
13876;J01MB08;nemonoksasiini;nemonoxasin;;
13877;G03CC07;konjugoidut estrogeenit ja batsedoksifeeni;konjugerade estrogen och bazedoxifen;;
13878;C10BX11;atorvastatiini, amlodipiini ja perindopriili;atorvastatin, amlodipin och perindopril;1;ED
13879;C09BX02;perindopriili ja bisoprololi;perindopril och bisoprolol;1;ED
13880;C09DB08;valsartaani ja lerkanidipiini;valsartan och lerkanidipin;;
13881;C09DX04;valsartaani ja sakubitriili;valsartan och sacubitril;2;ED
13882;C01CA27;droksidopa;droxidopa;1;g
13883;B01AC27;seleksipagi;selexipag;1.8;mg
13856;J01DI54;keftolotsaani ja beetalaktamaasin estäjä;ceftolozan och betalaktamashämmare;3;ED
13885;A10BD21;saksagliptiini ja dapagliflotsiini;saxagliptin och dapagliflozin;;
13886;C10AX14;alirokumabi;alirokumab;5.4;mg
13888;A16AX11;natriumbentsoaatti;natriumbensoat;;
13889;J01DD52;keftatsidiimi ja beetalaktamaasin estäjä;ceftazidim och betalaktamashämmare;6;g
13890;L01XE36;alektinibi;alectinib;;
13891;A07DA06;eluksadolini;eluxadolin;0.2;g
13892;A16AX12;trientiini;trientin;;
13893;A16AA07;metreleptiini;metreleptin;;
13894;B01AF03;edoksabaani;edoxaban;60;mg
13895;B03AB10;ferrimaltoli;ferrimaltol;;
