vnr	ATC	valmiste	vahvuus	vahvuus_num	pkoko	pkoko_num
528774	M01AH01	CELECOXIB ORION	200 MG	200	30 FOL	30
528778	C08CA02	PLENDIL	2.5MG	2.5	30FOL	30
528783	N06AB10	ESCITALOPRAM ORION	20 MG	20	98 FOL	98
528874	N02CC04	RIZATRIPTAN RATIOPHARM	10 MG	10	18 FOL	18
528905	N05AH02	CLOZAPINE ORION	25 mg	25	30	30
528941	L04AX03	TREXAN	25 MG/ML	25	"(10 MG) 0,4 ML"	0.4
528945	H05BX01	SINAFEX	30 MG	30	28 FOL	28
528976	M01AE01	IBUMETIN	200 mg	200	100	100
528984	M01AE01	IBUMETIN	400MG	400	30	30
528992	M01AE01	IBUMETIN	400 MG	400	100	100
529008	M01AE01	IBUMETIN	600 MG	600	30	30
529015	C09BA04	PERINDOPRIL/INDAPAMID SANDOZ	"4 MG/1,25 MG"		30 FOL	30
529016	M01AE01	IBUMETIN	600 MG	600	100	100
529090	C09DA01	LOSARTAN/HYDROCHLOROTHIAZIDE KRKA	100 mg / 12.5 mg		98	98
529099	J01CA04	CLAMOX	375MG	375	20	20
529107	J01CA04	CLAMOX	375MG	375	30	30
529131	J01CA04	CLAMOX	500MG	500	20	20
529136	N06AB10	ESCITALOPRAM ACTAVIS	10 MG	10	100 KPL	100
529149	J01CA04	CLAMOX	500MG	500	30	30
529284	G02BB01	VONAMYL	0.120 mg / 0.015 mg / 24 h		3	3
529377	N06AA09	AMITRIPTYLIN ABCUR	50 mg	50	100	100
529399	J01XA01	VANCOSAN	500 mg	500	1	1
529451	J05AG03	EFAVIRENZ SANDOZ	600 mg	600	30	30
529479	L03AA03	LEUCOMAX	300MIKROG	300	1+SOL	1
529556	D07CC01	FUCICORT LIPID	20 mg/g + 1 mg/g		30 g	30
529578	N01AX14	KETANEST-S	5 mg/ml	5	10 x 5 ml	10
529610	N01AX14	KETANEST-S	25 mg/ml	25	10 x 2 ml	10
529637	N03AX16	PREGABALIN ACCORD	150 mg	150	56	56
529735	N03AB05	PRO-EPANUTIN	75 mg/ml	75	10 x 10 ml	10
529768	D10AX03	SKINOREN	200MG/G	200	100G	100
529781	J05AX18	PREVYMIS	480 mg	480	28	28
529787	L01XC18	KEYTRUDA	50 mg	50	50 mg	1
529823	C10AA05	ATORVASTATIN ACCORD	10 mg	10	30	30
529828	C10AA01	SIMVASTATIN RATIOPHARM	20 mg	20	250	250
529848	N02AX02	DOLATRAMYL	100 mg	100	20	20
529852	L02BG03	ANASTROZOLE BLUEFISH	1 MG	1	98 FOL	98
529949	S02BA08	OTAZEM	250 mikrog/ml	250	30 x 0.4 ml	30
529955	J05AE08	ATAZANAVIR KRKA	300 mg	300	30	30
530001	N02AX02	TRAMAL	100 mg/ml	100	10 ml	10
530007	C09DB01	AMLODIPIN/VALSARTAN STADA	5 mg / 80 mg		100	100
530055	J06BA02	SANDOGLOBULIN	6G	6	1+SOL	1
530063	C01DA08	NITROSID	10 MG	10	100	100
530090	J05AB01	ACYRAX	800 mg	800	35	35
530109	C10AA07	ROSUVASTATIN KRKA	40 MG	40	30 FOL	30
530118	A06AH03	MOVENTIG	25 mg	25	10 x 1	10
530196	C09AA01	CAPTOMIN	12.5MG	12.5	30 FOL	30
530204	C09AA01	CAPTOMIN	"12,5MG"	12.5	100 FOL	100
530238	C09AA01	CAPTOMIN	25MG	25	30 FOL	30
530243	N02AE01	NORSPAN	40 MIKROG/H	0.96	12 KPL	12
530246	C09AA01	CAPTOMIN	25 MG	25	100 FOL	100
530276	A06AX04	CONSTELLA	290 MIKROG	290	28 KPL	28
530378	C09AA01	CAPTOMIN	50MG	50	100 FOL	100
530379	L02BG03	ANASTROZOLE BLUEFISH	1 MG	1	28 FOL	28
530438	S01EE01	LATANOPROST ACTAVIS	50 MIKROG/ML	50	"3 X 2,5 ML"	7.5
530463	N06AB10	ESCITALOPRAM SANDOZ	10 MG	10	28 FOL	28
530477	G04BE03	VIAGRA	25MG	25	8 FOL	8
530584	G04BE03	VIAGRA	50MG	50	8 FOL	8
530597	B05BB02	NORMOFUSIN	50 mg/ml	50	20 x 500 ml	20
530611	C09CA08	OLMESARTAN MEDOXOMIL SANDOZ	20 mg	20	98	98
530623	B02BD04	REFIXIA	500 IU	500	500 IU	1
530626	G04BE03	VIAGRA	100MG	100	8 FOL	8
530723	M05BA08	TSOLEDRONIHAPPO MEDAC	4 mg / 100 ml	4	1	1
530732	A07AA11	TARGAXAN	550 MG	550	56 FOL	56
530752	N02CC06	ELETRIPTAN ORION	40 mg	40	6	6
530770	C08CA06	NIMOTOP	30 mg	30	100	100
530786	C07AG02	CARVEDILOL PFIZER	25 MG	25	100 FOL	100
530828	B05BA03	GLUCOS FRESENIUS KABI	200 mg/ml	200	20 x 500 ml	20
530963	N01AH01	FENTANYL	50 mikrog/ml	50	5 x 10 ml	5
530964	N06AX03	TOLVON	30 MG	30	30	30
530972	N06AX03	TOLVON	30 MG	30	100 FOL	100
531026	L01XC22	PORTRAZZA	800 mg	800	50 ml	50
531095	A02BX02	ANTEPSIN	500MG	500	100 FOL	100
531103	A02BX02	ANTEPSIN	500MG	500	250 FOL	250
531106	N02AA05	OXYCODONE VITABALANS	5 mg	5	30	30
531123	R03AK07	BUFOMIX EASYHALER	320/9 MIKROG/ANNOS		60 ANNOSTA	60
531129	N06AX03	TOLVON	60 MG	60	100 FOL	100
531168	L04AX03	INJEXATE	50 mg/ml	50	0.20 ml	0.2
531169	L02BG04	LETROZOL ORION	"2,5 MG"	2.5	30 FOL	30
531178	N02AA03	PALLADON	"1,3MG"	1.3	56 FOL	56
531186	N02AA03	PALLADON	"2,6MG"	2.6	56 FOL	56
531198	C09DX04	ENTRESTO	49 mg / 51 mg		168	168
531269	D07CB01	TRICORT NGN			20G	20
531277	D07CB01	TRICORT NGN			50G	50
531301	D07AB09	TRICORT	0.001	0.001	20G	20
531319	D07AB09	TRICORT	0.001	0.001	50G	50
531327	D07AB09					
531331	J01MA12	LEVOFLOXACIN BLUEFISH	250 MG	250	7 FOL	7
531335	D07AB09					
531350	D07AD02					
531357	L01XA02	CARBOPLATIN ACCORD	10 mg/ml	10	60 ml	60
531382	A10BK04	STEGLATRO	15 mg	15	98	98
531400	M01CB03	RIDAURA	3 MG	3	100	100
531421	J01DB01	CEFALEXINE EQL PHARMA	750 MG	750	20 FOL	20
531523	B01AB10	INNOHEP	16000 anti-Xa IU	16000	30 x 0.8 ml	30
531573	A10BD20	SYNJARDY	5/850 MG		2 X 90 FOL	180
531676	G03GA04	FOSTIMON SET	300 IU	300	1	1
531715	C08CA03	LOMIR SRO	5 MG	5	98 FOL	98
531755	J02AC01	DIFLUCAN	150 mg	150	4	4
531760	J07AH09	TRUMENBA	60 mikrog/annos	60	1	1
531806	R03BA02	PULMICORT TURBUHALER	200MIKROG/DOS	200	2X100 DOS	200
531829	N06AX11	MIRTAZAPIN BLUEFISH	15 MG	15	30 FOL	30
531834	N07XX07	FAMPYRA	10 mg	10	28	28
531843	N05AH04	QUETIAPIN HEXAL	50 mg	50	100	100
531926	B02BD02	KOVALTRY	1000 IU	1000	1000 IU + 2.5 ml	1
531956	A07EC03	DIPENTUM	250 MG	250	100 KPL	100
531958	M01AH01	CELECOXIB SANDOZ	200 MG	200	30 FOL	30
531970	N03AF01	TRIMONIL	20MG/ML	20	250ML	250
532010	N05AA02	NOZINAN	5 MG	5	100	100
532028	N05AA02	NOZINAN	25MG	25	100	100
532036	N05AA02	NOZINAN	50 MG	50	100	100
532044	N05AA02	NOZINAN	100 MG	100	100	100
532051	N05AA02	NOZINAN	10MG/ML	10	500ML	500
532069	C08CA05	NIFECOR	20MG	20	100	100
532072	H01AX01	SOMAVERT	10 mg	10	30 x (10 mg + 1 ml)	30
532110	G02BB01	VONAMYL	0.120 mg / 0.015 mg / 24 h		1	1
532163	N06AB10	ESCITALOPRAM SANDOZ	10 MG	10	56 FOL	56
532200	C08CA05	ADALAT	5 mg	5	50	50
532218	A06AC01	VI-SIBLIN	610 MG/G	610	250 G	250
532226	A06AC01	VI-SIBLIN	610 MG/G	610	500 G	500
532232	L04AX03	INJEXATE	50 mg/ml	50	0.45 ml	0.45
532234	A06AC01	VI-SIBLIN S	880 MG/G	880	250 G	250
532242	A06AC01	VI-SIBLIN S	880 MG/G	880	450 G	450
532259	J01AA02	DOXITIN	100 MG	100	10 FOL	10
532261	J01CR02	BETAKLAV	500 mg / 125 mg		30	30
532276	N05AX12	ARIPIPRAZOLE ORION	5 mg	5	28	28
532298	A16AB04	FABRAZYME	5 mg	5	1	1
532338	M01AH05	ETORICOXIB SANDOZ	90 mg	90	7	7
532390	A10AC01	HUMULIN NPH KWIKPEN	100 IU/ML	100	5 X 3 ML	15
532448	J01DD04	CEFTRIAXON STRAGEN	2 g	2	10 x 2 g	10
532475	N03AX12	NEURONTIN	300 MG	300	100 FOL	100
532504	R06AX27	DESLORATADINE RATIOPHARM	5 MG	5	30 FOL	30
532542	N03AX16	PREGABALIN SANDOZ	150 mg	150	200	200
532572	C01DA02	NITROPRONT	2.5 mg	2.5	100	100
532599	S01LA05	EYLEA	40 mg/ml	40	100 mikrol	1
532614	C09AA03	VIVATEC	2.5MG	2.5	49 FOL	49
532624	C01BC04	FLECAINIDE ORION	100 MG	100	30 FOL	30
532676	M01AB15	KETOROLAC S.A.L.F.	30 mg/ml	30	5 x 1 ml	5
532737	P01BB51	MALARONE	250 mg / 100 mg		12	12
532763	A04AD12	EMEND	125 MG+80 MG		1X125 MG + 2X80	0
532800	V08AB10	IOMERON	350 mg I/ml	350	10 x 200 ml	10
532945	N05CD07	TENOX	20MG	20	10	10
532952	N05CD07	TENOX	20MG	20	30	30
532960	N05CD07	TENOX	20 MG	20	100	100
532983	B05BA03	GLUCOS BAXTER VIAFLO	50 mg/ml	50	10 x 1000 ml	10
533008	C09CA07	TELMISARTAN ACTAVIS	40 MG	40	28 FOL	28
533147	B02BD02	AFSTYLA	3000 IU	3000	3000 IU + 5 ml	1
533158	M03BC01	NORFLEX	100 MG	100	60	60
533190	N06AA02	TOFRANIL	10 mg	10	100	100
533208	N06AA02	TOFRANIL	25MG	25	100 FOL	100
533229	N02AA05	OXYCODONE ORION	20 mg	20	98	98
533231	C10AA07	ROSUVASTATIN ACTAVIS	10 MG	10	28 FOL	28
533307	C08CA05	CORONIPIN	10 mg	10	100	100
533313	B05BA10	OLIMEL N12			10 x 650 ml	10
533315	L02BA01	TAMOFEN	10 MG	10	100 FOL	100
533383	L02BA03	FASLODEX	250 mg	250	2 x 5 ml	2
533395	N05AH03	OLANZAPINE ACCORD	10 MG	10	56 FOL	56
533414	N06AX03	TOLVON	30MG	30	100	100
533425	L01XC32	TECENTRIQ	1200 mg	1200	1200 mg	1
533489	A03AB02	ROBINUL	0.2 mg/ml	0.2	10 x 1 ml	10
533502	N06AA09	TRIPTYL	25 mg	25	100	100
533646	A02BA02	ZANTAC	150 MG	150	60 FOL	60
533824	M01AX25	CARTEXAN	400 mg	400	24	24
533832	M01AE01	IBUPROFEN FARMALIDER	40 mg/ml	40	100 ml	100
533885	N05CD07	NORMISON	10MG	10	100 FOL	100
533919	N05CD07	NORMISON	20MG	20	100 FOL	100
533955	N03AX16	PREGABALIN RATIOPHARM	225 mg	225	100	100
533984	L02AB02	FARLUTAL	100 MG	100	100	100
534024	N04BD01	ELDEPRYL	5 MG	5	100	100
534027	N07BC01	SUBUTEX	2 mg	2	7	7
534073	N05AL01	SUPRIUM	100MG	100	30	30
534081	N05AL01	SUPRIUM	100MG	100	100	100
534098	N06DA03	RIVASTIGMINE STADA	"4,5 MG"	4.5	28 FOL	28
534217	N01AX10	PROPOLIPID	20 mg/ml	20	50 ml	50
534225	C01CA06	FENYLEFRIN STRAGEN	50 mikrog/ml	50	10 x 10 ml	10
534255	P01AB01	TRIKOZOL	400MG	400	10	10
534263	P01AB01	TRIKOZOL	400 MG	400	30	30
534271	P01AB01	TRIKOZOL	400 MG	400	100	100
534306	N03AX16	LYRIBASTAD	225 mg	225	56	56
534401	L01XX45	KYPROLIS	60 mg	60	60 mg	1
534512	C10AA07	ROSUVASTATIN KRKA	10 MG	10	100 FOL	100
534519	C07AG02	CARVEDILOL PFIZER	"12,5 MG"	12.5	100 FOL	100
534589	L03AA02	ACCOFIL	30 MU / 0.5 ml	30	5 x 0.5 ml	3
534641	N06DA04	GALANTAMINE TEVA	24 MG	24	84 FOL	84
534826	C08DB01	CARDIZEM SUMO	240MG	240	30	30
534834	C08DB01	CARDIZEM SUMO	240MG	240	100	100
534941	G03AC01	MINI-PILL	0.35 mg	0.35	3 x 28	84
534964	N04BC07	APOGO PEN	10 MG/ML	10	5 X 3 ML	15
534994	G04CB01	FINASTERID RATIOPHARM	5 MG	5	100 FOL	100
535002	L01BC06	CAPECITABINE ACCORD	150 MG	150	60 FOL	60
535146	B05XA14	GLYCOPHOS			10 x 20 ml	10
535167	A02BC05	ESOMEPRAZOL SANDOZ	40 mg	40	14	14
535203	A01AB09	DAKTARIN	0.02	0.02	40 G	40
535217	G04BE03	SILDENAFIL STADA	100 mg	100	24	24
535410	N05AH04	QUETIAPIN HEXAL	400 mg	400	60	60
535478	N03AX09	LAMICTAL	200 MG	200	98 FOL	98
535488	R03DC03	MONTELUKAST ORION	10 MG	10	28 FOL	28
535588	N06DA03	RIVASTIGMIN RATIOPHARM	4.6 mg / 24 h	4.6	30	30
535704	N06DX01	ADAXOR	5 MG+10 MG+15 MG+20 MG		7+7+7+7 FOL	28
535823	R03BA02	PULMICORT TURBUHALER	200 MIKROG/ANNOS	200	2 X 100 ANNOSTA	100
535838	A10BD19	GLYXAMBI	10 mg / 5 mg	10	90 x 1	90
535888	L02AE02	PROCREN DEPOT PDS	30 mg	30	1	1
535893	N05AH03	OLANZAPIN RATIOPHARM	10 mg	10	98	98
535914	J02AB02	NIZORAL	200MG	200	10	10
535922	J02AB02	NIZORAL	200MG	200	30	30
535930	J02AB02	NIZORAL	200MG	200	100	100
535971	S01XA20	ENUCLENE			10ML	10
535976	S01EE01	OFTASTAD	50 MIKROG/ML	50	"3 X 2,5 ML"	7.5
535977	J05AG01	VIRAMUNE	400 mg	400	30	30
535997	S01XA20	ISOPTO-ALKALINE	10MG/ML	10	10ML	10
536011	S01EB02	ISOPTO CARBACHOL	30MG/ML	30	10ML	10
536013	G03XB02	ESMYA	5 MG	5	28 FOL	28
536029	S01EB01	ISOPTO-CARPINE	10MG/ML	10	10ML	10
536037	S01EB01	ISOPTO CARPINE	20 MG/ML	20	10 ML	10
536045	S01EB01	ISOPTO-CARPINE	30MG/ML	30	10ML	10
536052	S01EB01	ISOPTO CARPINE	40 MG/ML	40	10 ML	10
536070	G04CA01	DANAFUSIN	10 MG	10	30 FOL	30
536087	J06BB16	SYNAGIS	100 mg/ml	100	1 ml	1
536094	S01EB51	ISOPTO-P-ES			10ML	10
536095	J05AB11	VALACICLOVIR SANDOZ	500 MG	500	30 FOL	30
536102	S01GA51	ZINCFRIN A			10ML	10
536145	N02AJ13	TRAMADOL/PARACETAMOL KRKA	37.5 mg / 325 mg	37.5	100	100
536151	D05AD01	TRIPSOR	0.5MG/ML	0.5	100ML	100
536185	A10BB01	EUGLAMIN	3.5MG	3.5	30 FOL	30
536227	A10BB01	EUGLAMIN	"3,5 MG"	3.5	100 FOL	100
536366	C01EB17	IVABRADINE ACCORD	5 mg	5	56 x 1	56
536441	L02AE01	SUPREFACT DEPOT	"6,3 MG"	6.3	1	1
536460	N05AX13	XEPLION	150 MG	150	1 KPL	1
536503	N06AB10	ESCITALOPRAM NAVAMEDIC	15 MG	15	28 FOL	28
536516	D01AC01					
536530	R03AK06	SALFLUMIX EASYHALER	50 mikrog / 250 mikrog / annos		60	60
536599	C03EA01	TRIAMTEX SEMI			30	30
536607	C03EA01	TRIAMTEX SEMI			100	100
536714	G03DA02	PROVERA	5 MG	5	100 FOL	100
536762	A07EA06	JORVEZA	1 mg	1	90	90
536763	R03DA04	NUELIN	5MG/ML	5	500ML	500
536797	C01CA24	ADRENALIN	0.1MG/ML	0.1	5X5ML	25
536804	N03AX16	PREGABALIN ACCORD	150 MG	150	14 FOL	14
536938	N04BC01	PARLODEL	5 MG	5	100	100
536963	D06BX02	PICATO	150 MIKROG/G	150	"3 X 0,47 G"	3
537074	B02BD08	NOVOSEVEN	5 mg	5	5 mg + 5 ml	1
537089	J05AG06	PIFELTRO	100 mg	100	30	30
537111	J05AR17	DESCOVY	200 mg / 25 mg		30	30
537143	J05AB01	ACICLOVIR SANDOZ	800 MG	800	35 KPL	35
537159	N02AA05	OXYNORM	5MG	5	100	100
537209	G03AC06	DEPO-PROVERA	150 MG/ML	150	1 ML	1
537305	M05BX04	XGEVA	120 MG	120	"1,7 ML"	
537308	M01AB05	TRABONA	100 mg	100	5	5
537324	J01AA02	DOXIMYCIN	150 MG	150	8	8
537332	J01AA02	DOXIMYCIN	150 MG	150	10	10
537340	J01AA02	DOXIMYCIN	150 MG	150	100	100
537344	A02BC05	ESOMEPRAZOL ACTAVIS	20 MG	20	28 FOL	28
537399	C07AB04	DIASECTRAL	400MG	400	30	30
537400	C10AA07	ROSUVASTATIN RATIOPHARM	20 MG	20	30 FOL	30
537477	C09CA06	CANDEMOX	16 MG	16	30 FOL	30
537490	R03AK06	SERETIDE DISKUS	50 mikrog / 500 mikrog / annos		60 annosta	60
537545	B03XA01	NEORECORMON	10000 IU	10000	6 x 0.6 ml	6
537548	J01FA09	ZECLAR	50 MG/ML	50	50 ML	50
537555	J01FA09	ZECLAR	50 MG/ML	50	100 ML	100
537580	R03DC03	MONTELUKAST RATIOPHARM	4 mg	4	98	98
537718	L01XX17	HYCAMTIN	1 mg	1	10	10
537720	L01CB01	VEPESID	100 MG	100	10 FOL	10
537746	M01AE01	BRUFEN	600MG	600	30	30
537761	M01AE01	BRUFEN	600MG	600	100	100
537770	A07FA	MUTAFLOR	2.5-25x1000100CFU		20	20
537779	M01AE01	BRUFEN	600MG	600	250	250
537782	C09DA06	CANDEXETIL COMP	32/25 MG		28 FOL	28
537787	G03HB01	DIANE NOVA			3X21 FOL	63
537811	G03CA04	OVESTIN	0.5MG	0.5	15	15
537845	C01DA08	NITROSID	20 MG	20	100	100
537852	C01DA08	NITROSID	40MG	40	100	100
537878	A02BA01	TAGAMET	40MG/ML	40	200ML	200
537894	N05AA02	LEVOZIN	5MG	5	30	30
537908	V03AF01	UROMITEXAN	400 mg	400	20	20
537928	C03CA01	FURESIS	20 MG	20	30	30
537944	C03CA01	FURESIS	20 MG	20	100	100
537952	N06AB05	OPTIPAR	20 mg	20	100	100
537953	S01ED51	GLAUKOSTAD	20 MG/ML+5 MG/ML		5 ML	5
537978	N04BA03	LEVODOPA/CARBIDOPA/ENTACAPONE ACCORD	125 mg / 31.25 mg / 200 mg		100	100
537986	G04BE03	SILDENAFIL SANDOZ	100 mg	100	4	4
538035	C09CA06	CANDESARTAN KRKA	16 MG	16	28 FOL	28
538108	D05BB02	NEOTIGASON	25 MG	25	100 FOL	100
538111	A10BH01	JANUVIA	50 MG	50	98 FOL	98
538116	G03CA04	OVESTIN	2MG	2	90 FOL	90
538124	M01AE01	IBUMETIN	400MG	400	250	250
538140	M01AE01	IBUMETIN	600MG	600	250	250
538197	N05AE05	LATUDA	37 mg	37	28 x 1	28
538231	G03BA03	PANTESTON	40MG	40	60	60
538275	A02BC01	OMEPRAZOL RATIOPHARM	10 MG	10	28 FOL	28
538339	N05BA12	ALPROX	1 MG	1	30 KPL	30
538365	N06AB10	ESCITALOPRAM SANDOZ	5 MG	5	98 FOL	98
538598	N05AH02	LEPONEX	100 mg	100	30	30
538623	C09CA06	KANDROZID	4 mg	4	98	98
538694	N03AF01	TEGRETOL	400MG	400	30 FOL	30
538696	C09CA03	VALSARTAN RATIOPHARM	80 MG	80	98 FOL	98
538702	N03AF01	TEGRETOL	400MG	400	200 FOL	200
538757	S01LA04	LUCENTIS	10 mg/ml	10	0.165 ml	0.16
538794	N05AH04	QUETIAPIN SANDOZ	300 MG	300	100 FOL	100
538798	H02AB04	SOLU-MEDROL	40 mg	40	40 mg + 1 ml	1
538812	J05AB11	VALACICLOVIR SANDOZ	500 MG	500	10 FOL	10
539031	N03AG04	SABRILEX	500 MG	500	100 FOL	100
539049	N03AG04	SABRILEX	500 mg	500	50 x 500 mg	50
539261	B02BC30	TACHOSIL			2 x (4.8 x 4.8 cm)	2
539361	N02CC04	MAXALT	10 MG	10	18 FOL	18
539411	V08CA04	PROHANCE	279.3 mg/ml	279.3	10 x 20 ml	10
539429	V08CA04	PROHANCE	279.3 mg/ml	279.3	10 x 5 ml	10
539437	V08CA04	PROHANCE	279.3 mg/ml	279.3	10 x 10 ml	10
539445	V08CA04	PROHANCE	279.3 mg/ml	279.3	10 x 15 ml	10
539452	N02CC04	MAXALT RAPITAB	10 MG	10	18 FOL	18
539484	B02BD07	CLUVOT	250 IU	250	250 IU	1
539488	G04BE03	SILDENAFIL ORION	25 mg	25	8 x 1	8
539510	J01XA02	TARGOCID	200 mg	200	200 mg	1
539528	J01XA02	TARGOCID	400 mg	400	400 mg	1
539550	N07BC05	LEVOPIDON	50 mg	50	7 x 20 ml	7
539793	L01XE42	KISQALI	200 mg	200	63	63
539824	N06BA12	ELVANSE	20 mg	20	30	30
539830	N05AX12	ARIPIPRAZOLE ACCORD HEALTHCARE	15 mg	15	28	28
539888	C10AA05	ATORVASTATIN ACCORD	20 mg	20	100	100
539894	N06AX21	DULOXETIN STADA	30 MG	30	28 FOL	28
539928	N07BC01	BUVIDAL	96 mg	96	96 mg	1
539965	N05BA09	FRISIUM	10 MG	10	50 FOL	50
539971	D07CA01	FUCIDIN-HYDROCORTISON			30 g (2 x 15 g)	30
539973	G01AA10	DALACIN	0.02	0.02	40 G	40
539990	C10AX09	EZETIMIBE RATIOPHARM	10 mg	10	98	98
540039	C09BA02	ENALOC COMP			30	30
540046	H01AC01	OMNITROPE	5 mg / 1.5 ml	5	1.5 ml	1.5
540047	C09BA02	ENALOC COMP			100	100
540070	D06BA01	FLAMAZINE	0.01	0.01	250G	250
540088	D06BA01	FLAMAZINE	0.01	0.01	500G	500
540120	C07AB03	ATENOL	100MG	100	100	100
540146	C07AB03	ATENOL	50MG	50	100	100
540167	R03DX07	DAXAS	250 mikrog	250	28	28
540203	G03FA01	ACTIVELLE	"1 MG/0,5 MG"		1X28	1
540211	C08DA01	VERMIN	120 MG	120	100 FOL	100
540229	G03FA01	ACTIVELLE	"1 MG/0,5 MG"		3 X 28	84
540243	L04AA33	ENTYVIO	300 mg	300	300 mg	1
540294	R05FA02	CODESAN COMP			500ML	500
540336	R03AC02	BUVENTOL	25MIKROG/DOS	25	200 DOS	200
540353	B05BA10	NUMETA G19E			6 x 1000 ml	6
540369	R03AC02	BUVENTOL	25MIKROG/DOS	25	200 DOS	200
540377	C07AB08	SELECTOL	200 MG	200	30	30
540385	C07AB08	SELECTOL	200 MG	200	100	100
540386	N05AH04	QUETIAPINE TEVA	25 MG	25	10 FOL	10
540401	C01BA03	NORPACE	100MG	100	100	100
540419	C01BA03	NORPACE	150MG	150	100	100
540463	B05BA10	FINOMEL			4 x 1820 ml	4
540503	B05BB01	NATRIUMKLORID BAXTER VIAFLO	9 mg/ml	9	60 x 100 ml	60
540527	H01AX01	SOMAVERT	25 mg	25	30 x (25 mg + 1 ml)	30
540534	J01AA07	APOCYCLIN	250MG	250	16	16
540542	J01AA07	APOCYCLIN	250MG	250	32	32
540544	N02CC04	RIZATRIPTAN RATIOPHARM	10 MG	10	6 FOL	6
540559	J01AA07	APOCYCLIN	250 MG	250	100	100
540578	L03AA13	PELGRAZ	6 mg	6	6 mg	1
540583	J01FA01	ERMYSIN	40MG/ML	40	50ML (AQ 37G)	50
540587	C07AG02	CARVEDILOL ORION	25 MG	25	100 FOL	100
540588	G01AC05	DONAXYL	10 mg	10	6	6
540591	J01FA01	ERMYSIN	40MG/ML	40	100ML (AQ 74G)	100
540628	N04BC04	ROPINIROL RATIOPHARM	8 MG	8	84 FOL	84
540709	N04BD02	RASAGILINE MYLAN	1 MG	1	28 FOL	28
540878	L04AD02	ADVAGRAF	3 mg	3	50	50
540896	N05BE01	BUSPIRON RATIOPHARM	10 mg	10	100	100
540993	L04AA29	XELJANZ	5 mg	5	56	56
541037	R03AC04	BEROTEC	0.2MG/DOS	0.2	100 FOL	100
541045	R03AC04	BEROTEC	0.2MG/DOS	0.2	100 FOL	100
541084	A10BK03	JARDIANCE	25 MG	25	90 FOL	90
541177	C01DA02	TRANSIDERM-NITRO	5MG/24T	5	10	10
541183	B02BD06	IMMUNATE	1000 IU FVIII / 750 IU VWF		1000 IU	1
541185	C01DA02	TRANSIDERM-NITRO	5 MG/24 H	5	30	30
541193	C01DA02	TRANSIDERM-NITRO	10MG/24T	10	10	10
541201	C01DA02	TRANSIDERM-NITRO	10 MG/24 H	10	100	100
541237	C05BB02	AETHOXYSKLEROL	10 mg/ml	10	5 x 2 ml	5
541289	M01AH01	CELECOXIB ORION	200 mg	200	100	100
541389	C10AA05	ATORVASTATIN RATIOPHARM	10 MG	10	100 FOL	100
541391	R05DA01	COSYLAN			500ML	500
541425	D07AB02	LOCOID	0.001	0.001	30G	30
541441	D07AB02	LOCOID	0.001	0.001	100G	100
541474	N05AD01	SERENASE	50MG/ML	50	1ML	1
541482	N05AD01	SERENASE	50MG/ML	50	3ML	3
541490	N05AD01	SERENASE	50 MG/ML	50	5 X 1 ML	5
541508	N05AD01	SERENASE	50MG/ML	50	5X3ML	15
541510	A10BG03	PIOGLITAZON ORION	30 MG	30	28 FOL	28
541516	N03AF01	NEUROTOL	200 MG	200	300	300
541750	J01DE01	CEFEPIM MIP PHARMA	1 g	1	10	10
541771	D10AE01	BASIRON	100MG/G	100	40G	40
541834	N06DA02	DONEPEZIL BLUEFISH	5 MG	5	98 FOL	98
541846	C02KX05	ADEMPAS	"0,5 MG"	0.5	42 FOL	42
541901	N02BE01	ROLOD	1000 MG	1000	100 KPL	100
541965	C07AB07	BISOPROLOL SANDOZ	"2,5 MG"	2.5	250 KPL	250
542014	A02BC03	ZOLT	15 MG	15	28 FOL	28
542148	J01CA04	AMOXICILLIN MIP PHARMA	500 mg	500	8	8
542175	S01GX07	LASTIN	0.5MG/ML	0.5	6ML	6
542291	L01BC06	ECANSYA	150 mg	150	60	60
542321	N03AX16	PREGABALIN 1A FARMA	225 mg	225	56	56
542413	N04BC04	ROPINOSTAD	4 MG	4	84 FOL	84
542433	C02KX02	VOLIBRIS	5 mg	5	30 x 1	30
542456	M01AB01	INDOMETIN	50MG	50	30	30
542464	M01AB01	INDOMETIN	50 MG	50	100	100
542469	N05AH04	QUETIAPIN MEDICAL VALLEY	50 mg	50	100	100
542507	N04BD03	XADAGO	100 mg	100	30	30
542579	C07AB02	METOPOCOR	1 mg/ml	1	5 x 5 ml	5
542670	C07AB02	SELOPRAL	50 MG	50	30	30
542688	C07AB02	SELOPRAL	50 MG	50	200	200
542696	C07AB02	SELOPRAL	100 MG	100	200	200
542733	J05AB01	ACICLOVIR PFIZER	25 mg/ml	25	5 x 10 ml	5
542744	B05BB02	PLASMALYTE GLUCOS	50 mg/ml	50	10 x 1000 ml	10
542803	C08DA01	ISOPTIN RETARD	240MG	240	28 FOL	28
542845	G04BD01	CETIPRIN NOVUM	200MG	200	250	250
542893	H05BX01	CINACALCET RATIOPHARM	30 MG	30	28 FOL	28
542910	R03DA05	AMINOCONT	225 MG	225	56	56
542915	L01XX45	KYPROLIS	10 mg	10	10 mg	1
542928	B05DA	DIANEAL MED GLUCOS (ALENNETTU HINTA)	13.6MG/ML	13.6	4X2L	4
542951	B05DB	DIANEAL MED GLUCOS (ALENNETTU HINTA)	22.7MG/ML	22.7	4X2L	4
